Term ID,English term,Description,Sanskrit term in IAST,Sanskrit term,,,Section
ITA-1.9.3.2.3,"Living being, individual self",The lifelong vital principle.,jīvaḥ,जीवः,,,"Unknown"
ITA-1.9.3.2.4,The knower,"Perceiver of knowledge, soul.",jñaḥ,ज्ञः,,,"Unknown"
ITA-1.9.3.2.5,"The doer, the executing agent","A word which also denotes soul, but may be used figuratively to denote author or physician.",kartā,कर्ता,,,"Unknown"
ITA-1.9.3.2.6,Witness of all actions,The soul (atma) not actively participating in any action but performing the duty of a witness.,sākṣī,साक्षी,,,"Unknown"
ITA-1.9.3.2.7,Relating to self,Relating to the soul as the presiding entity over the body.,ādhyātmika,आध्यात्मिक,,,"Unknown"
ITA-1.9.3.2.8,"Subtle body, causal body","The subtle body which consists of mind or psyche (manas), sense organs (indriya) and soul (atma) and is devoid of gross body; it is sometimes referred as the causal body or subtle body.",ativāhika-śarīram/ sūkṣmaśarīram/ liṅgaśarīram,अतिवाहिक-शरीरम्/ सूक्ष्मशरीरम् / लिङ्ङ्गशरीरम्,,,"Unknown"
ITA-1.9.3.2.9,"Person, living being","The personal and animating principle in all sentient beings, the soul.",puruṣaḥ,पुरुषः,,,"Unknown"
ITA-1.9.3.2.10,Complete self-control,"Absolute autonomy, not subject to control by others.",vaśī,वशी,,,"Unknown"
ITA-1.9.3.2.11,Person as the object of treatment,"The treatable entity (a person), consisting of five elements and soul.","cikitsya-puruṣaḥ, ṣaḍdhātupuruṣa","चिकित्स्य-पुरुषः, षड्द्धातुपुरुष",,,"Unknown"
ITA-1.9.3.2.12,Embodied being composed of 24 elements,"A body composed of 24 elements, namely: 1. eight primordial entities (ashtaprakriti) including unmanifested microcosm (avyakta), all-pervading intelligence (mahat) and the five rudimentary, undifferentiated elements (tanmatra); and 2. sixteen derivatives (shodashavikriti) comprising the five elements, the five organs of sense, five organs of action, and mind.",caturviṃśati-puruṣaḥ,चतुर्विंशति-पुरुषः,,,"Unknown"
ITA-1.9.3.2.13,"Invisible, unforeseen","Not experienced, unobserved, unknown, the invisible result of works done in former states of embodied existence; unseen consequences of an act.",adṛṣṭam,अदृष्टम्,,,"Unknown"
ITA-1.9.3.2.14,Inactive,"Inactiveness of atma, indicating its principal quality of performing the duty of being a witness to events.",niṣkriyaḥ,निष्क्रियः,,,"Unknown"
ITA-1.9.3.2.15,Omnipresent,"Being everywhere, all pervading, an attribute of atma.",vibhu,विभु,,,"Unknown"
ITA-1.9.3.2.16,Without beginning,A process or state whose beginning cannot be ascertained.,anādi,अनादि,,,"Unknown"
ITA-1.9.3.2.17,Consciousness,"Awareness, conscious self or intelligence.",cetanā/ caitanyam,चेतना / चैतन्यम्,,,"Unknown"
ITA-1.9.3.2.18,Eternal,"Everlasting, interminable, constant.",nityam,नित्यम्,,,"Unknown"
ITA-1.9.3.2.19,Formless,A quality of soul which is devoid of all bodily and psychological ailments.,nirvikāram,निर्विकारम्,,,"Unknown"
ITA-1.9.3.2.20,Irresistible will,"The ability to become irresistible, the condition of not being subject to another's will.",prākāmyam,प्राकाम्यम्,,,"Unknown"
ITA-1.9.3.2.21,Immutable,"Not liable to change; imperishable, undecaying.",avyayaḥ,अव्ययः,,,"Unknown"
ITA-1.9.3.2.22,"Observer, witness of all actions",Synonym of the term atma.,draṣṭā,द्रष्टा,,,"Unknown"
ITA-1.9.3.2.23,Independent,Autonomy; an attribute of soul (atma).,svatantra,स्वतन्त्र,,,"Unknown"
ITA-1.9.3.2.24,Introverted consciousness,"Living beings with internal consciousness, i.e. their consciousness is not externally manifested (plants).",antaścetana,अन्तश्चेतन,,,"Unknown"
ITA-1.9.3.2.25,"Salvation, liberation","Liberation, cessation from worldly existence or transmigration, the fourth goal of life (puruṣartha).",mokṣaḥ,मोक्षः,,,"Unknown"
ITA-1.9.3.2.26,Perception of truth,"State of self-realization of ultimate reality, which eliminates all worldly miseries and leads to liberation and the emergence of true knowledge in which the soul transcends the ego.",satyabuddhiḥ,सत्यबुद्धिः,,,"Unknown"
ITA-1.9.3.2.27,Liberation in the embodied state,"Attaining emancipation or salvation while still alive, liberation from karmic rebirth.",jīvanmuktiḥ,जीवन्मुक्तिः,,,"Unknown"
ITA-1.9.3.2.28,Person showing signs of impending death,A person with fatal prognostic signs.,puṣpitaḥ,पुष्पितः,,,"Unknown"
ITA-1.9.3.2.29,After death,"Having died, after death, in the next world.",pretya,प्रेत्य,,,"Unknown"
ITA-1.9.3.3.1,"Mind, psyche",The faculty through which cognitive organs (indriya) connect with the soul (atman). Denotes consciousness.,"manaḥ, cetaḥ","मनः, चेतः",,,"Unknown"
ITA-1.9.3.3.2,Characteristics of mind,Two features of mind (manas): minuteness (the smallest possible structure) (anutva) and oneness or singularity (ekatva).,manoguṇaḥ/svarūpam,मनोगुणः/स्वरूपम्,,,"Unknown"
ITA-1.9.3.3.3,Atomicity,"Having the dimension of an atom, the smallest possible or minute entity (cf. atomism).","aṇutva, paramāṇu","अणुत्व, परमाणु",,,"Unknown"
ITA-1.9.3.3.4,Singularity,"Oneness or singularity (monism), in which no other entity can supplant the role of mind or psyche (manas) in the body.",ekatva,एकत्व,,,"Unknown"
ITA-1.9.3.3.5,Trans-sense migration,The rapid conjugation of mind with the sensory or motor organs.,indriyāntara-sañcāraḥ,इन्द्रियान्तर-सञ्चारः,,,"Unknown"
ITA-1.9.3.3.6,"Transient, perishable","Not everlasting, transient, occasional, incidental.",anityam,अनित्यम्,,,"Unknown"
ITA-1.9.3.3.7,Objects of the mind,"Mind or psychic functions, namely: thought, analysis, contemplation, mediation and volition.",manoarthaḥ,मनोऽर्थः,,,"Unknown"
ITA-1.9.3.3.8,Decision-making,The process of weighing up or considering the worth of an action or its alternatives.,cintanam,चिन्तनम्,,,"Unknown"
ITA-1.9.3.3.9,Reasoning,The application of reason in critical analysis.,vicāraḥ,विचारः,,,"Unknown"
ITA-1.9.3.3.10,Conjecture,The process of speculating about the possible or likely occurrence of an event.,ūhaḥ,ऊहः,,,"Unknown"
ITA-1.9.3.3.11,Contemplation,"The act of meditating or contemplating a chosen object, a form of focused thinking in which mind and body function as a harmonious whole.",dhyānam,ध्यानम्,,,"Unknown"
ITA-1.9.3.3.12,Evaluation,The process of assessing merits and demerits.,saṃkalpaḥ,सङ्कल्पः,,,"Unknown"
ITA-1.9.3.3.13,Psychological or mental attributes,The characteristic features or attributes of the mind.,mānasika-bhāvaḥ,मानसिक-भावः,,,"Unknown"
ITA-1.9.3.3.14,Intellect,"Understanding, intelligence or wisdom.",dhiḥ,धीः,,,"Unknown"
ITA-1.9.3.3.15,Ability to control impulses,"The controlling or stable intellect, the ability to restrain or resolve impulsive behaviour.",dhṛtiḥ,धृतिः,,,"Unknown"
ITA-1.9.3.3.16,"Memory, recollection","The faculty of recollection, remembrance of things directly perceived or heard (scriptures) which results from a particular conjunction between soul and mind.",smṛtiḥ,स्मृतिः,,,"Unknown"
ITA-1.9.3.3.17,Six internal enemies,"Six mental attributes or inner faults that lead to bondage of the soul, namely: desire, anger, greed, delusion, arrogance and jealousy.",ṣaḍripuḥ,षड्रिपुः,,,"Unknown"
ITA-1.9.3.3.18,"Desire, lust","Lust or desire for sensual pleasure; also, one of the four goals of life (puruṣartha).",kāmaḥ,कामः,,,"Unknown"
ITA-1.9.3.3.19,Anger,"Also translated as fury, rage or wrath.",krodhaḥ,क्रोधः,,,"Unknown"
ITA-1.9.3.3.20,Greed,An excessive or insatiable desire to acquire an object beyond need.,lobhaḥ,लोभः,,,"Unknown"
ITA-1.9.3.3.21,Delusion,A state of confusion or perplexity that leads to incorrect perception and error.,mohaḥ,मोहः,,,"Unknown"
ITA-1.9.3.3.22,Arrogance,"A state of being emotionally aroused, prideful and stubborn.",madaḥ,मदः,,,"Unknown"
ITA-1.9.3.3.23,Discontentment,"A state of being discontent with one's state of affairs, being envious, competitive.",mātsaryam,मात्सर्यम्,,,"Unknown"
ITA-1.9.3.3.24,Ego,"A term for ego in the possessive or prideful sense; also, a principle in the cosmic development of individuality or self- consciousness.",ahaṅkāraḥ,अहङ्कारः,,,"Unknown"
ITA-1.9.3.3.25,Self-restraint,A term that expresses self-command or self-control.,damaḥ,दमः,,,"Unknown"
ITA-1.9.3.3.26,Devotion,"A natural attachment, inclination or fondness for something; often used as a synonym for faith or love.",bhaktiḥ,भक्तिः,,,"Unknown"
ITA-1.9.3.3.27,Shyness,"A term that expresses modesty, sense of decency or decorum.",lajjā,लज्जा,,,"Unknown"
ITA-1.9.3.3.28,Humility,"A term that expresses proper conduct, decency, modesty or mildness.",vinayaḥ,विनयः,,,"Unknown"
ITA-1.9.3.3.29,Discrimination,The ability to distinguish and classify things according to their absolute properties.,vivekaḥ,विवेकः,,,"Unknown"
ITA-1.9.3.3.30,"Grief, sorrow or misery","A state of affliction caused by various determinants (vibhava) such as the death of a loved person, loss of wealth or personal misfortune.",śokaḥ,शोकः,,,"Unknown"
ITA-1.9.3.3.31,Delusion,A mental state characterized by infatuation or being led astray.,sammohaḥ,सम्मोहः,,,"Unknown"
ITA-1.9.3.3.32,Contentment,"A state of mind unaffected by greed, freedom from undue desire, disinterestedness.",alobhaḥ,अलोभः,,,"Unknown"
ITA-1.9.3.3.33,Pride,"A condition of arrogance, haughtiness, insolence or conceit.",darpaḥ,दर्पः,,,"Unknown"
ITA-1.9.3.3.34,Inner cognitive faculty,"The four-tiered inner system: intellect (buddhi), mind (manas), self-awareness (ahamkara) and the storehouse of moods and memories (citta) which facilitate perception, cognition and consciousness.",antaḥkaraṇam,अन्तःकरणम्,,,"Unknown"
ITA-1.9.3.4.1,Time,"Time as a continuum, one of the nine elementary causal substances (karanadravya).",kālaḥ,कालः,,,"Unknown"
ITA-1.9.3.5.1,Direction,"The points of the compass, cardinal and ordinal directions, bearing points.",diśaḥ,दिशः,,,"Unknown"
ITA-1.9.3.6.1,"Unmanifest, without form","An entity that has not settled into any fixed shape or form, and is not embodied.",amūrtadravyam,अमूर्तद्रव्यम्,,,"Unknown"
ITA-1.9.3.6.2,"Substances having form, gross substances","A tangible or perceptible substance, or substance that has settled into a fixed shape or form; also refers to material, or incarnate things.","Mūrtadravya, paramāṇuḥ","मूर्तद्रव्य, परमाणुः",,,"Unknown"
