Term ID,English term,Description,Sanskrit term in IAST,Sanskrit term,,
ITA-1.9.3.2.18,Eternal,"Everlasting, interminable, constant.",nityam,नित्यम्,,
ITA-1.9.3.2.19,Formless,A quality of soul which is devoid of all bodily and psychological ailments.,nirvikāram,निर्विकारम्,,
ITA-1.9.3.2.20,Irresistible will,"The ability to become irresistible, the condition of not being subject to another's will.",prākāmyam,प्राकाम्यम्,,
ITA-1.9.3.2.21,Immutable,"Not liable to change; imperishable, undecaying.",avyayaḥ,अव्ययः,,
ITA-1.9.3.2.22,"Observer, witness of all actions",Synonym of the term atma.,draṣṭā,द्रष्टा,,
ITA-1.9.3.2.23,Independent,Autonomy; an attribute of soul (atma).,svatantra,स्वतन्त्र,,
ITA-1.9.3.2.24,Introverted consciousness,"Living beings with internal consciousness, i.e. their consciousness is not externally manifested (plants).",antaścetana,अन्तश्चेतन,,
ITA-1.9.3.2.25,"Salvation, liberation","Liberation, cessation from worldly existence or transmigration, the fourth goal of life (puruṣartha).",mokṣaḥ,मोक्षः,,
ITA-1.9.3.2.26,Perception of truth,"State of self-realization of ultimate reality, which eliminates all worldly miseries and leads to liberation and the emergence of true knowledge in which the soul transcends the ego.",satyabuddhiḥ,सत्यबुद्धिः,,
ITA-1.9.3.2.27,Liberation in the embodied state,"Attaining emancipation or salvation while still alive, liberation from karmic rebirth.",jīvanmuktiḥ,जीवन्मुक्तिः,,
ITA-1.9.3.2.28,Person showing signs of impending death,A person with fatal prognostic signs.,puṣpitaḥ,पुष्पितः,,
ITA-1.9.3.2.29,After death,"Having died, after death, in the next world.",pretya,प्रेत्य,,
ITA-1.9.3.3.1,"Mind, psyche",The faculty through which cognitive organs (indriya) connect with the soul (atman). Denotes consciousness.,"manaḥ, cetaḥ","मनः, चेतः",,
ITA-1.9.3.3.2,Characteristics of mind,Two features of mind (manas): minuteness (the smallest possible structure) (anutva) and oneness or singularity (ekatva).,manoguṇaḥ/svarūpam,मनोगुणः/स्वरूपम्,,
ITA-1.9.3.3.3,Atomicity,"Having the dimension of an atom, the smallest possible or minute entity (cf. atomism).","aṇutva, paramāṇu","अणुत्व, परमाणु",,
ITA-1.9.3.3.4,Singularity,"Oneness or singularity (monism), in which no other entity can supplant the role of mind or psyche (manas) in the body.",ekatva,एकत्व,,
ITA-1.9.3.3.5,Trans-sense migration,The rapid conjugation of mind with the sensory or motor organs.,indriyāntara-sañcāraḥ,इन्द्रियान्तर-सञ्चारः,,
ITA-1.9.3.3.6,"Transient, perishable","Not everlasting, transient, occasional, incidental.",anityam,अनित्यम्,,
ITA-1.9.3.3.7,Objects of the mind,"Mind or psychic functions, namely: thought, analysis, contemplation, mediation and volition.",manoarthaḥ,मनोऽर्थः,,
ITA-1.9.3.3.8,Decision-making,The process of weighing up or considering the worth of an action or its alternatives.,cintanam,चिन्तनम्,,
ITA-1.9.3.3.9,Reasoning,The application of reason in critical analysis.,vicāraḥ,विचारः,,
ITA-1.9.3.3.10,Conjecture,The process of speculating about the possible or likely occurrence of an event.,ūhaḥ,ऊहः,,
ITA-1.9.3.3.11,Contemplation,"The act of meditating or contemplating a chosen object, a form of focused thinking in which mind and body function as a harmonious whole.",dhyānam,ध्यानम्,,
ITA-1.9.3.3.12,Evaluation,The process of assessing merits and demerits.,saṃkalpaḥ,सङ्कल्पः,,
ITA-1.9.3.3.13,Psychological or mental attributes,The characteristic features or attributes of the mind.,mānasika-bhāvaḥ,मानसिक-भावः,,
ITA-1.9.3.3.14,Intellect,"Understanding, intelligence or wisdom.",dhiḥ,धीः,,
ITA-1.9.3.3.15,Ability to control impulses,"The controlling or stable intellect, the ability to restrain or resolve impulsive behaviour.",dhṛtiḥ,धृतिः,,
ITA-1.9.3.3.16,"Memory, recollection","The faculty of recollection, remembrance of things directly perceived or heard (scriptures) which results from a particular conjunction between soul and mind.",smṛtiḥ,स्मृतिः,,
ITA-1.9.3.3.17,Six internal enemies,"Six mental attributes or inner faults that lead to bondage of the soul, namely: desire, anger, greed, delusion, arrogance and jealousy.",ṣaḍripuḥ,षड्रिपुः,,
ITA-1.9.3.3.18,"Desire, lust","Lust or desire for sensual pleasure; also, one of the four goals of life (puruṣartha).",kāmaḥ,कामः,,
ITA-1.9.3.3.19,Anger,"Also translated as fury, rage or wrath.",krodhaḥ,क्रोधः,,
ITA-1.9.3.3.20,Greed,An excessive or insatiable desire to acquire an object beyond need.,lobhaḥ,लोभः,,
ITA-1.9.3.3.21,Delusion,A state of confusion or perplexity that leads to incorrect perception and error.,mohaḥ,मोहः,,
ITA-1.9.3.3.22,Arrogance,"A state of being emotionally aroused, prideful and stubborn.",madaḥ,मदः,,
ITA-1.9.3.3.23,Discontentment,"A state of being discontent with one's state of affairs, being envious, competitive.",mātsaryam,मात्सर्यम्,,
ITA-1.9.3.3.24,Ego,"A term for ego in the possessive or prideful sense; also, a principle in the cosmic development of individuality or self- consciousness.",ahaṅkāraḥ,अहङ्कारः,,
ITA-1.9.3.3.25,Self-restraint,A term that expresses self-command or self-control.,damaḥ,दमः,,
ITA-1.9.3.3.26,Devotion,"A natural attachment, inclination or fondness for something; often used as a synonym for faith or love.",bhaktiḥ,भक्तिः,,
ITA-1.9.3.3.27,Shyness,"A term that expresses modesty, sense of decency or decorum.",lajjā,लज्जा,,
ITA-1.9.3.3.28,Humility,"A term that expresses proper conduct, decency, modesty or mildness.",vinayaḥ,विनयः,,
ITA-1.9.3.3.29,Discrimination,The ability to distinguish and classify things according to their absolute properties.,vivekaḥ,विवेकः,,
ITA-1.9.3.3.30,"Grief, sorrow or misery","A state of affliction caused by various determinants (vibhava) such as the death of a loved person, loss of wealth or personal misfortune.",śokaḥ,शोकः,,
ITA-1.9.3.3.31,Delusion,A mental state characterized by infatuation or being led astray.,sammohaḥ,सम्मोहः,,
ITA-1.9.3.3.32,Contentment,"A state of mind unaffected by greed, freedom from undue desire, disinterestedness.",alobhaḥ,अलोभः,,
ITA-1.9.3.3.33,Pride,"A condition of arrogance, haughtiness, insolence or conceit.",darpaḥ,दर्पः,,
ITA-1.9.3.3.34,Inner cognitive faculty,"The four-tiered inner system: intellect (buddhi), mind (manas), self-awareness (ahamkara) and the storehouse of moods and memories (citta) which facilitate perception, cognition and consciousness.",antaḥkaraṇam,अन्तःकरणम्,,
ITA-1.9.3.4.1,Time,"Time as a continuum, one of the nine elementary causal substances (karanadravya).",kālaḥ,कालः,,
ITA-1.9.3.5.1,Direction,"The points of the compass, cardinal and ordinal directions, bearing points.",diśaḥ,दिशः,,
ITA-1.9.3.6.1,"Unmanifest, without form","An entity that has not settled into any fixed shape or form, and is not embodied.",amūrtadravyam,अमूर्तद्रव्यम्,,
ITA-1.9.3.6.2,"Substances having form, gross substances","A tangible or perceptible substance, or substance that has settled into a fixed shape or form; also refers to material, or incarnate things.","Mūrtadravya, paramāṇuḥ","मूर्तद्रव्य, परमाणुः",,
ITA-1.9.3.7.1,"Resultant material, product or effect",An applicable or effective substance that is a manifestation of the nine causal substances.,kāryadravyam,कार्यद्रव्यम्,,
ITA-1.9.3.7.2,Sentient being,"Any living, sentient, aware, feeling, animate being; any substance imbued with life (including plants).",cetana-dravyam/ sendriyaḥ,चेतन-द्रव्यम्/सेन्द्रियः,,
ITA-1.9.3.7.3,"Stationary in form, inner sentience","A division of the natural world which refers to living beings which have internal awareness or inner sentience not manifested externally, i.e. trees and plants.",sthāvaraḥ/antaścetanaḥ,स्थावरः/अन्तश्चेतनः,,
ITA-1.9.3.7.4,Plant bearing fruits only,A plant which does not bear visible flowers (apushpa) such as the flowerless Ficus glomerata (udumbara) or Ficus benghalensis (vaṭa).,vanaspatiḥ,वनस्पतिः,,
ITA-1.9.3.7.5,Plant bearing flowers and fruits,A plant which bears visible flowers and fruits such as Mangifera indica (amra) or Syzyigium cumini (jambu).,vānaspatya,वानस्पत्य,,
ITA-1.9.3.7.6,Tree,"A tree, e.g. Indian banyan (Ficus benghalensis L.) (vata).",vṛkṣaḥ,वृक्षः,,
ITA-1.9.3.7.7,Small plant,"A herb or shrub, e.g. country mallow (Sida cordifolia L.) (bala).",vīrudha,वीरुध,,
ITA-1.9.3.7.8,Climber,"A twiner or climber, e.g. vidari (Pueraria tuberosa) or kapikacchu (Mucuna prurita).",latā,लता,,
ITA-1.9.3.7.9,Shrub,"A small, nonclimbing plant, e.g. Abutilon indicum (atibala) or Desmodium gangeticum (shaliparni).",gulma,गुल्म,,
ITA-1.9.3.7.10,A plant which withers after fructification,"A plant which perishes after bearing fruit or being harvested such as annual herbs like paddy, pulses, wheat or maize.",oṣadhī,ओषधी,,
ITA-1.9.3.7.11,Mobile life form with internal and external sentience,Any living being in the animal kingdom which visibly reacts to external stimuli.,jaṅgamaḥ/ bahirantaścetanaḥ,जङ्गमः/बहिरन्तश्चेतनः,,
ITA-1.9.3.7.12,Viviparous animals,"An animal species which undergoes placental birth, e.g. humans, lions, tigers, cows or goats.",jarāyujaḥ,जरायुजः,,
ITA-1.9.3.7.13,Oviparous animals,"An animal species which undergoes oviparous birth, e.g. reptiles, birds or fish.",aṇḍajaḥ,अण्डजः,,
